"82","Delivery Hero","DHER.F","5694987786","19.266","Germany"
"133","Südzucker","SZU.F","2239199270","10.9694","Germany"
"180","HelloFresh","HFG.DE","1070885794","6.64889","Germany"
"211","FRoSTA AG","NLM.F","737612249","108.302","Germany"
"212","Südwestdeutsche Salzwerke","SSH.F","731041266","69.5733","Germany"
"311","WASGAU Produktions &amp; Handels AG","MSH.F","68494898","10.378","Germany"
"321","Halloren Schokoladenfabrik","H2RB.HM","37342920","6.31957","Germany"
"334","Veganz Group","VEZ.DE","10952724","7.88497","Germany"
